round,match_label,wheelo_player_name,team_id,player_id,match_status,wheelo_ev,wheelo_p3_pct,wheelo_match_rank
5,NM v Bris,Caleb Daniel,north_melbourne,12373,resolved,0.001,0.0,30
5,NM v Bris,Nick Larkey,north_melbourne,12563,resolved,0.001,0.0,36
5,NM v Bris,Darcy Fort,brisbane_lions,12724,resolved,0.001,0.0,37
5,NM v Bris,Jack Darling,north_melbourne,11905,resolved,0.001,0.0,34
5,NM v Bris,Logan Morris,brisbane_lions,13137,resolved,0.001,0.0,35
5,NM v Bris,Tom Powell,north_melbourne,12866,resolved,0.0,0.0,38
5,NM v Bris,Dylan Stephens,north_melbourne,12796,resolved,0.0,0.0,39
5,NM v Bris,Charlie Comben,north_melbourne,12938,resolved,0.0,0.0,40
5,NM v Bris,Cameron Zurhaar,north_melbourne,12557,resolved,0.0,0.0,41
5,NM v Bris,Callum Coleman-Jones,north_melbourne,12730,resolved,0.0,0.0,42
5,NM v Bris,Aidan Corr,north_melbourne,12181,resolved,0.0,0.0,43
5,NM v Bris,Zac Banch,north_melbourne,13256,resolved,0.0,0.0,44
5,NM v Bris,Charlie Spargo,north_melbourne,12622,resolved,0.0,0.0,45
5,NM v Bris,Zane Duursma,north_melbourne,13106,resolved,0.0,0.0,46
5,Ess v Melb,Archie Roberts,essendon,13168,resolved,2.737,75.9,1
5,Ess v Melb,Darcy Parish,essendon,12406,resolved,1.61,17.1,2
5,Ess v Melb,Zach Merrett,essendon,12241,resolved,0.823,5.4,3
5,Ess v Melb,Peter Wright,essendon,12366,resolved,0.197,0.6,4
5,Ess v Melb,Elijah Tsatas,essendon,13087,resolved,0.13,0.3,5
5,Ess v Melb,Isaac Kako,essendon,13177,resolved,0.126,0.3,6
5,Ess v Melb,Kysaiah Pickett,melbourne,12771,resolved,0.099,0.2,7
5,Ess v Melb,Max Gawn,melbourne,11966,resolved,0.073,0.1,8
5,Ess v Melb,Jack Steele,melbourne,12368,resolved,0.034,0.0,9
5,Ess v Melb,Kyle Langford,essendon,12349,resolved,0.032,0.0,10
5,Ess v Melb,Xavier Duursma,essendon,12696,resolved,0.028,0.0,11
5,Ess v Melb,Ben McKay,essendon,12580,resolved,0.021,0.0,12
5,Ess v Melb,Jacob Farrow,essendon,13299,resolved,0.019,0.0,13
5,Ess v Melb,Jordan Ridley,essendon,12631,resolved,0.016,0.0,14
5,Ess v Melb,Andrew McGrath,essendon,12491,resolved,0.013,0.0,15
5,Ess v Melb,Jye Caldwell,essendon,12755,resolved,0.011,0.0,16
5,Ess v Melb,Sam Durham,essendon,12925,resolved,0.006,0.0,18
5,Ess v Melb,Zach Reid,essendon,12889,resolved,0.005,0.0,17
5,Ess v Melb,Archer Day-Wicks,essendon,13223,resolved,0.004,0.0,20
5,Ess v Melb,Jaxon Prior,essendon,12874,resolved,0.002,0.0,19
5,Ess v Melb,Jade Gresham,essendon,12415,resolved,0.002,0.0,22
5,Ess v Melb,Thomas Edwards,essendon,13198,resolved,0.002,0.0,23
5,Ess v Melb,Tom Sparrow,melbourne,12693,resolved,0.002,0.0,24
5,Ess v Melb,Nate Caddy,essendon,13148,resolved,0.002,0.0,21
5,Ess v Melb,Archer May,essendon,13238,resolved,0.001,0.0,25
5,Ess v Melb,Koltyn Tholstrup,melbourne,13123,resolved,0.001,0.0,26
5,Ess v Melb,Daniel Turner,melbourne,12996,resolved,0.001,0.0,27
5,Ess v Melb,Tom McDonald,melbourne,12009,resolved,0.001,0.0,31
5,Ess v Melb,Harvey Langford,melbourne,13184,resolved,0.001,0.0,28
5,Ess v Melb,Lachlan Blakiston,essendon,13237,resolved,0.0,0.0,30
5,Ess v Melb,Jake Lever,melbourne,12351,resolved,0.0,0.0,29
5,Ess v Melb,Kade Chandler,melbourne,12756,resolved,0.0,0.0,32
5,Ess v Melb,Blake Howes,melbourne,13098,resolved,0.0,0.0,33
5,Ess v Melb,Sullivan Robey,essendon,13307,resolved,0.0,0.0,34
5,Ess v Melb,Harry Sharp,melbourne,12864,resolved,0.0,0.0,35
5,Ess v Melb,Bayley Fritsch,melbourne,12598,resolved,0.0,0.0,36
5,Ess v Melb,Xavier Lindsay,melbourne,13185,resolved,0.0,0.0,37
5,Ess v Melb,Harrison Petty,melbourne,12653,resolved,0.0,0.0,38
5,Ess v Melb,Christian Salem,melbourne,12272,resolved,0.0,0.0,39
5,Ess v Melb,Jai Culley,melbourne,13015,resolved,0.0,0.0,40
5,Ess v Melb,Jacob van Rooyen,melbourne,13048,resolved,0.0,0.0,41
5,Ess v Melb,Caleb Windsor,melbourne,13099,resolved,0.0,0.0,42
5,Ess v Melb,Ed Langdon,melbourne,12393,resolved,0.0,0.0,43
5,Ess v Melb,Latrelle Pickett,melbourne,13286,resolved,0.0,0.0,44
5,Ess v Melb,Brody Mihocek,melbourne,12639,resolved,0.0,0.0,45
5,Ess v Melb,Jake Melksham,melbourne,11820,resolved,0.0,0.0,46
5,Syd v GC,Isaac Heeney,sydney,12326,resolved,2.95,95.2,1
5,Syd v GC,Justin McInerney,sydney,12711,resolved,1.017,3.0,2
5,Syd v GC,Chad Warner,sydney,,ambiguous,0.592,1.0,3
5,Syd v GC,Matt Rowell,gold_coast,12768,resolved,0.383,0.4,4
5,Syd v GC,Brodie Grundy,sydney,12217,resolved,0.279,0.2,5
5,Syd v GC,Tom McCartin,sydney,12627,resolved,0.224,0.2,6
5,Syd v GC,Callum Mills,sydney,12413,resolved,0.178,0.0,7
5,Syd v GC,Tom Papley,sydney,12412,resolved,0.171,0.0,8
5,Syd v GC,Nick Blakey,sydney,12699,resolved,0.057,0.0,9
5,Syd v GC,Matt Roberts,sydney,12994,resolved,0.039,0.0,10
5,Syd v GC,Bodhi Uwland,gold_coast,13041,resolved,0.02,0.0,11
5,Syd v GC,Riley Bice,sydney,13195,resolved,0.012,0.0,12
5,Syd v GC,Touk Miller,gold_coast,12331,resolved,0.009,0.0,13
5,Syd v GC,Jai Serong,sydney,13022,resolved,0.008,0.0,14
5,Syd v GC,Noah Anderson,gold_coast,12767,resolved,0.008,0.0,17
5,Syd v GC,Dane Rampe,sydney,12140,resolved,0.007,0.0,15
5,Syd v GC,Malcolm Rosas,sydney,12903,resolved,0.007,0.0,16
5,Syd v GC,Ben Long,gold_coast,12521,resolved,0.007,0.0,18
5,Syd v GC,Mac Andrew,gold_coast,13019,resolved,0.005,0.0,21
5,Syd v GC,James Rowbottom,sydney,12714,resolved,0.004,0.0,19
5,Syd v GC,Joel Hamling,sydney,12359,resolved,0.004,0.0,20
5,Syd v GC,John Noble,gold_coast,12743,resolved,0.002,0.0,22
5,Syd v GC,Will Graham,gold_coast,13120,resolved,0.002,0.0,23
5,Syd v GC,Harry Cunningham,sydney,12015,resolved,0.002,0.0,25
5,Syd v GC,Sam Wicks,sydney,12818,resolved,0.002,0.0,28
5,Syd v GC,Charlie Curnow,sydney,12421,resolved,0.002,0.0,24
5,Syd v GC,Jarrod Witts,gold_coast,12177,resolved,0.002,0.0,27
5,Syd v GC,Joel Amartey,sydney,12844,resolved,0.002,0.0,26
5,Syd v GC,James Jordon,sydney,12860,resolved,0.002,0.0,29
5,Syd v GC,Jake Lloyd,sydney,12268,resolved,0.001,0.0,30
5,Syd v GC,Wil Powell,gold_coast,12652,resolved,0.0,0.0,32
5,Syd v GC,Logan McDonald,sydney,12861,resolved,0.0,0.0,31
5,Syd v GC,Lachie Weller,gold_coast,12385,resolved,0.0,0.0,33
5,Syd v GC,Sam Collins,gold_coast,12444,resolved,0.0,0.0,34
5,Syd v GC,Jed Walter,gold_coast,13114,resolved,0.0,0.0,35
5,Syd v GC,Alex Davies,gold_coast,12942,resolved,0.0,0.0,36
5,Syd v GC,Corey Warner,sydney,,ambiguous,0.0,0.0,37
5,Syd v GC,Ben King,gold_coast,12728,resolved,0.0,0.0,38
5,Syd v GC,Zeke Uwland,gold_coast,13278,resolved,0.0,0.0,39
5,Syd v GC,Charlie Ballard,gold_coast,12625,resolved,0.0,0.0,40
5,Syd v GC,Joel Jeffrey,gold_coast,12933,resolved,0.0,0.0,41
5,Syd v GC,Leonardo Lombard,gold_coast,13232,resolved,0.0,0.0,42
5,Syd v GC,Sam Clohesy,gold_coast,13119,resolved,0.0,0.0,43
5,Syd v GC,Daniel Rioli,gold_coast,12403,resolved,0.0,0.0,44
5,Syd v GC,Lachlan Gulbin,gold_coast,13272,resolved,0.0,0.0,45
5,Syd v GC,Ethan Read,gold_coast,13121,resolved,0.0,0.0,46
5,Haw v WB,Jai Newcombe,hawthorn,12915,resolved,2.841,85.3,1
5,Haw v WB,Jack Ginnivan,hawthorn,12927,resolved,0.943,7.8,2
5,Haw v WB,Josh Battle,hawthorn,12558,resolved,0.525,3.1,3
5,Haw v WB,Mitch Lewis,hawthorn,12636,resolved,0.366,1.8,4
5,Haw v WB,James Sicily,hawthorn,12332,resolved,0.22,0.7,6
5,Haw v WB,Blake Hardwick,hawthorn,12469,resolved,0.215,0.7,5
5,Haw v WB,Connor Macdonald,hawthorn,12954,resolved,0.142,0.4,7
5,Haw v WB,Dylan Moore,hawthorn,12710,resolved,0.084,0.1,8
5,Haw v WB,Karl Amon,hawthorn,12357,resolved,0.081,0.1,9
5,Haw v WB,Tom Barrass,hawthorn,12383,resolved,0.07,0.0,10
5,Haw v WB,Marcus Bontempelli,western_bulldogs,12269,resolved,0.069,0.0,12
5,Haw v WB,Conor Nash,hawthorn,12670,resolved,0.069,0.0,11
5,Haw v WB,Jarman Impey,hawthorn,12237,resolved,0.059,0.0,13
5,Haw v WB,Lloyd Meek,hawthorn,12856,resolved,0.05,0.0,14
5,Haw v WB,Massimo D'Ambrosio,hawthorn,12998,resolved,0.038,0.0,15
5,Haw v WB,Ryley Sanders,western_bulldogs,13103,resolved,0.035,0.0,16
5,Haw v WB,Matthew Kennedy,western_bulldogs,12455,resolved,0.032,0.0,18
5,Haw v WB,Cam Mackenzie,hawthorn,13031,resolved,0.028,0.0,17
5,Haw v WB,Josh Ward,hawthorn,12955,resolved,0.026,0.0,19
5,Haw v WB,Jack Gunston,hawthorn,11845,resolved,0.025,0.0,21
5,Haw v WB,Josh Weddle,hawthorn,13057,resolved,0.023,0.0,20
5,Haw v WB,Ed Richards,western_bulldogs,12605,resolved,0.019,0.0,22
5,Haw v WB,Nick Watson,hawthorn,13105,resolved,0.01,0.0,23
5,Haw v WB,Bailey Dale,western_bulldogs,12354,resolved,0.008,0.0,24
5,Haw v WB,Ned Reeves,hawthorn,12906,resolved,0.007,0.0,25
5,Haw v WB,Joel Freijah,western_bulldogs,13140,resolved,0.005,0.0,26
5,Haw v WB,James O'Donnell,western_bulldogs,13061,resolved,0.003,0.0,28
5,Haw v WB,Bailey Williams,western_bulldogs,12441,resolved,0.002,0.0,27
5,Haw v WB,Rhylee West,western_bulldogs,12748,resolved,0.002,0.0,29
5,Haw v WB,Sam Darcy,western_bulldogs,13021,resolved,0.001,0.0,32
5,Haw v WB,Michael Sellwood,western_bulldogs,13276,resolved,0.001,0.0,31
5,Haw v WB,Flynn Perez,hawthorn,12841,resolved,0.001,0.0,30
5,Haw v WB,Jordan Croft,western_bulldogs,13265,resolved,0.0,0.0,33
5,Haw v WB,Sam Butler,hawthorn,12988,resolved,0.0,0.0,34
5,Haw v WB,Connor Budarick,western_bulldogs,12769,resolved,0.0,0.0,35
5,Haw v WB,Cooper Hynes,western_bulldogs,13213,resolved,0.0,0.0,36
5,Haw v WB,Lachlan Bramble,western_bulldogs,12916,resolved,0.0,0.0,37
5,Haw v WB,Mabior Chol,hawthorn,12485,resolved,0.0,0.0,38
5,Haw v WB,Aaron Naughton,western_bulldogs,12594,resolved,0.0,0.0,39
5,Haw v WB,Rory Lobb,western_bulldogs,12282,resolved,0.0,0.0,40
5,Haw v WB,Louis Emmett,western_bulldogs,13308,resolved,0.0,0.0,41
5,Haw v WB,Josh Dolan,western_bulldogs,13179,resolved,0.0,0.0,42
5,Haw v WB,Harvey Gallagher,western_bulldogs,13102,resolved,0.0,0.0,43
5,Haw v WB,Buku Khamis,western_bulldogs,12900,resolved,0.0,0.0,44
5,Haw v WB,Sam Davidson,western_bulldogs,13178,resolved,0.0,0.0,45
5,Haw v WB,Oskar Baker,western_bulldogs,12723,resolved,0.0,0.0,46
5,Geel v WC,Bailey Smith,geelong,12692,resolved,2.687,72.6,1
5,Geel v WC,Max Holmes,geelong,12881,resolved,1.293,12.6,2
5,Geel v WC,Tanner Bruhn,geelong,12871,resolved,1.05,9.0,3
5,Geel v WC,Tom Atkins,geelong,12690,resolved,0.707,5.4,4
5,Geel v WC,James Worpel,geelong,12619,resolved,0.118,0.3,5
5,Geel v WC,Mark O'Connor,geelong,12531,resolved,0.039,0.0,6
5,Geel v WC,Jeremy Cameron,geelong,12017,resolved,0.026,0.0,7
5,Geel v WC,Harley Reid,west_coast,13111,resolved,0.016,0.0,8
5,Geel v WC,Sam De Koning,geelong,12891,resolved,0.012,0.0,9
5,Geel v WC,Connor O'Sullivan,geelong,13122,resolved,0.01,0.0,10
5,Geel v WC,Jack Bowes,geelong,12499,resolved,0.006,0.0,11
5,Geel v WC,Tim Kelly,west_coast,12595,resolved,0.005,0.0,12
5,Geel v WC,Gryan Miers,geelong,12689,resolved,0.005,0.0,13
5,Geel v WC,Tom Stewart,geelong,12505,resolved,0.004,0.0,14
5,Geel v WC,Jake Kolodjashnij,geelong,12370,resolved,0.003,0.0,15
5,Geel v WC,Lawson Humphries,geelong,13160,resolved,0.003,0.0,16
5,Geel v WC,Oliver Henry,geelong,12851,resolved,0.002,0.0,19
5,Geel v WC,Bailey J. Williams,west_coast,,unresolved,0.002,0.0,20
5,Geel v WC,Brad Close,geelong,12806,resolved,0.002,0.0,18
5,Geel v WC,Oliver Dempsey,geelong,12974,resolved,0.002,0.0,21
5,Geel v WC,Jobe Shanahan,west_coast,13247,resolved,0.002,0.0,23
5,Geel v WC,Shannon Neale,geelong,12992,resolved,0.002,0.0,17
5,Geel v WC,Tom McCarthy,west_coast,13240,resolved,0.001,0.0,22
5,Geel v WC,Willem Duursma,west_coast,13292,resolved,0.001,0.0,24
5,Geel v WC,Zach Guthrie,geelong,12551,resolved,0.001,0.0,25
5,Geel v WC,Mitchell Edwards,geelong,13285,resolved,0.001,0.0,26
5,Geel v WC,Josh Lindsay,west_coast,13293,resolved,0.001,0.0,27
5,Geel v WC,Liam Duggan,west_coast,12334,resolved,0.0,0.0,28
5,Geel v WC,Reuben Ginbey,west_coast,13038,resolved,0.0,0.0,29
5,Geel v WC,Liam Baker,west_coast,12661,resolved,0.0,0.0,30
5,Geel v WC,Oliver Wiltshire,geelong,13217,resolved,0.0,0.0,31
5,Geel v WC,Hamish Davis,west_coast,13210,resolved,0.0,0.0,32
5,Geel v WC,Oisin Mullin,geelong,13066,resolved,0.0,0.0,33
5,Geel v WC,Deven Robertson,west_coast,12774,resolved,0.0,0.0,34
5,Geel v WC,Jack Graham,west_coast,,unresolved,0.0,0.0,35
5,Geel v WC,Tylar Young,west_coast,13043,resolved,0.0,0.0,36
5,Geel v WC,Shaun Mannagh,geelong,13104,resolved,0.0,0.0,37
5,Geel v WC,Elijah Hewett,west_coast,13044,resolved,0.0,0.0,38
5,Geel v WC,Jake Waterman,west_coast,12601,resolved,0.0,0.0,39
5,Geel v WC,Harry Schoenberg,west_coast,12813,resolved,0.0,0.0,40
5,Geel v WC,Sandy Brock,west_coast,13209,resolved,0.0,0.0,41
5,Geel v WC,Brady Hough,west_coast,12957,resolved,0.0,0.0,42
5,Geel v WC,Bo Allan,west_coast,13221,resolved,0.0,0.0,43
5,Geel v WC,Matthew Owies,west_coast,12839,resolved,0.0,0.0,44
5,Geel v WC,Archer Reid,west_coast,13196,resolved,0.0,0.0,45
5,Geel v WC,Cooper Duff-Tytler,west_coast,13291,resolved,0.0,0.0,46
5,GWS v Rich,Finn Callaghan,greater_western_sydney,12969,resolved,2.611,67.6,1
5,GWS v Rich,Lachie Ash,greater_western_sydney,12782,resolved,1.131,13.4,2
5,GWS v Rich,Clayton Oliver,greater_western_sydney,12410,resolved,0.889,9.8,3
5,GWS v Rich,Toby Greene,greater_western_sydney,12025,resolved,0.588,5.6,4
5,GWS v Rich,Aaron Cadman,greater_western_sydney,13054,resolved,0.241,1.7,5
5,GWS v Rich,Jake Stringer,greater_western_sydney,12167,resolved,0.176,0.9,6
5,GWS v Rich,Lachie Whitfield,greater_western_sydney,12143,resolved,0.137,0.7,7
5,GWS v Rich,Jayden Laverde,greater_western_sydney,12377,resolved,0.051,0.1,8
5,GWS v Rich,Tim Taranto,richmond,12504,resolved,0.033,0.0,9
5,GWS v Rich,Nicholas Madden,greater_western_sydney,13236,resolved,0.02,0.0,10
5,GWS v Rich,Brent Daniels,greater_western_sydney,12656,resolved,0.018,0.0,11
5,GWS v Rich,Connor Idun,greater_western_sydney,12750,resolved,0.011,0.0,12
5,GWS v Rich,Jacob Hopper,richmond,12440,resolved,0.01,0.0,13
5,GWS v Rich,Harvey Thomas,greater_western_sydney,13101,resolved,0.01,0.0,14
5,GWS v Rich,Xavier O'Halloran,greater_western_sydney,12821,resolved,0.008,0.0,16
5,GWS v Rich,Jake Riccardi,greater_western_sydney,12834,resolved,0.008,0.0,18
5,GWS v Rich,Phoenix Gothard,greater_western_sydney,13279,resolved,0.008,0.0,17
5,GWS v Rich,Jack Buckley,greater_western_sydney,12846,resolved,0.008,0.0,15
5,GWS v Rich,Oliver Hannaford,greater_western_sydney,13302,resolved,0.007,0.0,20
5,GWS v Rich,Toby Bedford,greater_western_sydney,12772,resolved,0.005,0.0,19
5,GWS v Rich,Joe Fonti,greater_western_sydney,13164,resolved,0.004,0.0,21
5,GWS v Rich,Harry Himmelberg,greater_western_sydney,12462,resolved,0.004,0.0,24
5,GWS v Rich,Ryan Angwin,greater_western_sydney,13001,resolved,0.004,0.0,22
5,GWS v Rich,Sam Lalor,richmond,13190,resolved,0.004,0.0,25
5,GWS v Rich,Jesse Hogan,greater_western_sydney,12321,resolved,0.004,0.0,23
5,GWS v Rich,Mykelti Lefau,richmond,13113,resolved,0.004,0.0,26
5,GWS v Rich,Jayden Short,richmond,12418,resolved,0.002,0.0,27
5,GWS v Rich,Nathan Broad,richmond,12456,resolved,0.002,0.0,28
5,GWS v Rich,Dion Prestia,richmond,11917,resolved,0.001,0.0,29
5,GWS v Rich,Noah Balta,richmond,12686,resolved,0.001,0.0,30
5,GWS v Rich,Jack Ross,richmond,,unresolved,0.0,0.0,31
5,GWS v Rich,Seth Campbell,richmond,13100,resolved,0.0,0.0,32
5,GWS v Rich,Ben Miller,richmond,12941,resolved,0.0,0.0,33
5,GWS v Rich,Stephen Coniglio,greater_western_sydney,12028,resolved,0.0,0.0,34
5,GWS v Rich,Tom Brown,richmond,13096,resolved,0.0,0.0,35
5,GWS v Rich,Sam Banks,richmond,13078,resolved,0.0,0.0,36
5,GWS v Rich,Nick Vlastuin,richmond,12174,resolved,0.0,0.0,37
5,GWS v Rich,Liam Fawcett,richmond,13200,resolved,0.0,0.0,38
5,GWS v Rich,Tyler Sonsie,richmond,13014,resolved,0.0,0.0,39
5,GWS v Rich,Oliver Hayes-Brown,richmond,13309,resolved,0.0,0.0,40
5,GWS v Rich,Luke Trainor,richmond,13191,resolved,0.0,0.0,41
5,GWS v Rich,Steely Green,richmond,13145,resolved,0.0,0.0,42
5,GWS v Rich,Sam Grlj,richmond,13290,resolved,0.0,0.0,43
5,GWS v Rich,Campbell Gray,richmond,13218,resolved,0.0,0.0,44
5,GWS v Rich,Maurice Rioli,richmond,12935,resolved,0.0,0.0,45
5,GWS v Rich,Jonty Faull,richmond,13214,resolved,0.0,0.0,46
5,Port v St K,Nasiah Wanganeen-Milera,st_kilda,12950,resolved,2.779,79.4,1
5,Port v St K,Zak Butters,port_adelaide,12698,resolved,1.603,14.5,2
5,Port v St K,Jason Horne-Francis,port_adelaide,12956,resolved,0.835,4.3,3
5,Port v St K,Hugo Garcia,st_kilda,13125,resolved,0.43,1.6,4
5,Port v St K,Callum Wilkie,st_kilda,12703,resolved,0.11,0.1,5
5,Port v St K,Jack Silvagni,st_kilda,12458,resolved,0.066,0.0,6
5,Port v St K,Sam Flanders,st_kilda,12824,resolved,0.028,0.0,8
5,Port v St K,Marcus Windhager,st_kilda,12967,resolved,0.028,0.0,7
5,Port v St K,Ollie Wines,port_adelaide,12150,resolved,0.027,0.0,9
5,Port v St K,Jack Sinclair,st_kilda,12325,resolved,0.021,0.0,10
5,Port v St K,Mattaes Phillipou,st_kilda,13036,resolved,0.019,0.0,11
5,Port v St K,Willem Drew,port_adelaide,12695,resolved,0.012,0.0,12
5,Port v St K,Bradley Hill,st_kilda,12060,resolved,0.008,0.0,13
5,Port v St K,Jack Carroll,st_kilda,12976,resolved,0.004,0.0,14
5,Port v St K,Aliir Aliir,port_adelaide,12433,resolved,0.004,0.0,16
5,Port v St K,Logan Evans,port_adelaide,13156,resolved,0.003,0.0,17
5,Port v St K,Max Hall,st_kilda,13193,resolved,0.003,0.0,15
5,Port v St K,Mitch Georgiades,port_adelaide,12766,resolved,0.003,0.0,19
5,Port v St K,Mitch Owens,st_kilda,12948,resolved,0.002,0.0,20
5,Port v St K,Darcy Byrne-Jones,port_adelaide,12422,resolved,0.002,0.0,18
5,Port v St K,Alix Tauru,st_kilda,13243,resolved,0.002,0.0,21
5,Port v St K,Hunter Clark,st_kilda,12591,resolved,0.002,0.0,23
5,Port v St K,Kane Farrell,port_adelaide,12664,resolved,0.002,0.0,25
5,Port v St K,Jordon Sweet,port_adelaide,12890,resolved,0.002,0.0,22
5,Port v St K,Lachie Jones,port_adelaide,12882,resolved,0.001,0.0,29
5,Port v St K,Hugh Boxshall,st_kilda,13220,resolved,0.001,0.0,24
5,Port v St K,Jase Burgoyne,port_adelaide,13007,resolved,0.001,0.0,26
5,Port v St K,Rowan Marshall,st_kilda,12564,resolved,0.001,0.0,27
5,Port v St K,Tom De Koning,st_kilda,12674,resolved,0.001,0.0,28
5,Port v St K,Liam Ryan,st_kilda,12600,resolved,0.001,0.0,30
5,Port v St K,Darcy Wilson,st_kilda,13110,resolved,0.0,0.0,31
5,Port v St K,Mason Wood,st_kilda,12312,resolved,0.0,0.0,32
5,Port v St K,Dan Butler,st_kilda,12490,resolved,0.0,0.0,33
5,Port v St K,Joe Berry,port_adelaide,13188,resolved,0.0,0.0,34
5,Port v St K,Cooper Sharman,st_kilda,12929,resolved,0.0,0.0,35
5,Port v St K,Joe Richards,port_adelaide,13139,resolved,0.0,0.0,36
5,Port v St K,Ewan Mackinlay,port_adelaide,13269,resolved,0.0,0.0,37
5,Port v St K,Miles Bergman,port_adelaide,12867,resolved,0.0,0.0,38
5,Port v St K,Jack Watkins,port_adelaide,13289,resolved,0.0,0.0,39
5,Port v St K,Jack Lukosius,port_adelaide,12704,resolved,0.0,0.0,40
5,Port v St K,Corey Durdin,port_adelaide,12936,resolved,0.0,0.0,41
5,Port v St K,Josh Lai,port_adelaide,13301,resolved,0.0,0.0,42
5,Port v St K,Todd Marshall,port_adelaide,12575,resolved,0.0,0.0,43
5,Port v St K,Jack Higgins,st_kilda,12609,resolved,0.0,0.0,44
5,Port v St K,Jack Whitlock,port_adelaide,13259,resolved,0.0,0.0,45
5,Port v St K,Jacob Wehr,port_adelaide,12991,resolved,0.0,0.0,46
6,Carl v Coll,Nick Daicos,collingwood,12943,resolved,2.984,98.4,1
6,Carl v Coll,Sam Walsh,carlton,12684,resolved,0.54,0.6,2
6,Carl v Coll,Jamie Elliott,collingwood,12083,resolved,0.481,0.5,3
6,Carl v Coll,Harry Perryman,collingwood,12536,resolved,0.347,0.2,4
6,Carl v Coll,Patrick Lipinski,collingwood,12578,resolved,0.319,0.2,5
6,Carl v Coll,Patrick Cripps,carlton,12261,resolved,0.267,0.1,6
6,Carl v Coll,Oliver Florent,carlton,12497,resolved,0.114,0.0,7
6,Carl v Coll,Scott Pendlebury,collingwood,4182,resolved,0.11,0.0,8
6,Carl v Coll,Josh Daicos,collingwood,12573,resolved,0.073,0.0,9
6,Carl v Coll,Darcy Cameron,collingwood,12660,resolved,0.07,0.0,11
6,Carl v Coll,Zac Williams,carlton,12175,resolved,0.067,0.0,10
6,Carl v Coll,Oscar Steene,collingwood,13298,resolved,0.055,0.0,13
6,Carl v Coll,Ned Long,collingwood,13023,resolved,0.054,0.0,12
6,Carl v Coll,Beau McCreery,collingwood,12876,resolved,0.051,0.0,15
6,Carl v Coll,Dan Houston,collingwood,12495,resolved,0.05,0.0,14
6,Carl v Coll,Marc Pittonet,carlton,12417,resolved,0.043,0.0,17
6,Carl v Coll,Jeremy Howe,collingwood,11967,resolved,0.043,0.0,16
6,Carl v Coll,Jack Crisp,collingwood,12061,resolved,0.039,0.0,18
6,Carl v Coll,Adam Cerra,carlton,12603,resolved,0.03,0.0,19
6,Carl v Coll,Brayden Maynard,collingwood,12371,resolved,0.023,0.0,23
6,Carl v Coll,Nic Newman,carlton,12508,resolved,0.023,0.0,20
6,Carl v Coll,Angus Anderson,collingwood,13306,resolved,0.023,0.0,21
6,Carl v Coll,Jacob Weitering,carlton,12402,resolved,0.022,0.0,24
6,Carl v Coll,Matthew Carroll,carlton,13212,resolved,0.021,0.0,22
6,Carl v Coll,Jagga Smith,carlton,13274,resolved,0.02,0.0,25
6,Carl v Coll,Ben Ainsworth,carlton,12498,resolved,0.02,0.0,26
6,Carl v Coll,Lachlan Cowan,carlton,13028,resolved,0.016,0.0,28
6,Carl v Coll,Brodie Kemp,carlton,12937,resolved,0.016,0.0,27
6,Carl v Coll,Roan Steele,collingwood,13248,resolved,0.014,0.0,29
6,Carl v Coll,Billy Frampton,collingwood,12676,resolved,0.008,0.0,30
6,Carl v Coll,Mitch McGovern,carlton,12404,resolved,0.008,0.0,32
6,Carl v Coll,Tim Membrey,collingwood,12300,resolved,0.007,0.0,35
6,Carl v Coll,Nick Haynes,carlton,12091,resolved,0.007,0.0,34
6,Carl v Coll,Lachie Schultz,collingwood,12700,resolved,0.007,0.0,33
6,Carl v Coll,Will Hayward,carlton,12509,resolved,0.007,0.0,31
6,Carl v Coll,Oliver Hollands,carlton,13029,resolved,0.005,0.0,37
6,Carl v Coll,Harry McKay,carlton,12566,resolved,0.005,0.0,36
6,Carl v Coll,Harry Dean,carlton,13273,resolved,0.004,0.0,38
6,Carl v Coll,Daniel McStay,collingwood,12291,resolved,0.003,0.0,39
6,Carl v Coll,Isaac Quaynor,collingwood,12740,resolved,0.001,0.0,40
6,Carl v Coll,William Hayes,collingwood,13228,resolved,0.0,0.0,42
6,Carl v Coll,Francis Evans,carlton,12873,resolved,0.0,0.0,41
6,Carl v Coll,Edward Allan,collingwood,13146,resolved,0.0,0.0,43
6,Carl v Coll,Talor Byrne,carlton,13297,resolved,0.0,0.0,44
6,Carl v Coll,Lewis Young,carlton,12559,resolved,0.0,0.0,45
6,Carl v Coll,Elijah Hollands,carlton,13016,resolved,0.0,0.0,46
6,Geel v WB,Jeremy Cameron,geelong,12017,resolved,3.0,100.0,1
6,Geel v WB,Bailey Smith,geelong,12692,resolved,1.943,0.0,2
6,Geel v WB,Max Holmes,geelong,12881,resolved,0.446,0.0,3
6,Geel v WB,Lawson Humphries,geelong,13160,resolved,0.153,0.0,4
6,Geel v WB,Oliver Dempsey,geelong,12974,resolved,0.059,0.0,5
6,Geel v WB,Ed Richards,western_bulldogs,12605,resolved,0.045,0.0,7
6,Geel v WB,Patrick Dangerfield,geelong,11700,resolved,0.045,0.0,6
6,Geel v WB,Zach Guthrie,geelong,12551,resolved,0.04,0.0,8
6,Geel v WB,Oisin Mullin,geelong,13066,resolved,0.036,0.0,9
6,Geel v WB,James Worpel,geelong,12619,resolved,0.03,0.0,10
