player_id,wheelo_ev,wheelo_player_name,team_id,n_matches,wheelo_rank
13069,0.01,Bailey Macdonald,hawthorn,12,492.0
13286,0.01,Latrelle Pickett,melbourne,16,492.0
13291,0.009000000000000001,Cooper Duff-Tytler,west_coast,16,497.0
13173,0.009000000000000001,Tom Hanily,sydney,5,497.0
13361,0.009000000000000001,William Green,sydney,3,497.0
12541,0.009000000000000001,Will Brodie,port_adelaide,2,497.0
12923,0.009,Jamarra Ugle-Hagan,gold_coast,3,501.0
13231,0.008,Zak Johnson,essendon,7,502.0
12591,0.008,Hunter Clark,st_kilda,7,502.0
12575,0.008,Todd Marshall,port_adelaide,15,502.0
13035,0.008,Anthony Caminiti,st_kilda,18,502.0
12420,0.008,Dougal Howard,st_kilda,7,502.0
13345,0.008,Oliver Francou,west_coast,4,502.0
13304,0.007,Jack Dalton,hawthorn,5,508.0
13302,0.007,Oliver Hannaford,greater_western_sydney,5,508.0
13223,0.007,Archer Day-Wicks,essendon,21,508.0
12547,0.007,Sean Darcy,fremantle,7,508.0
13044,0.007,Elijah Hewett,west_coast,6,508.0
13191,0.007,Luke Trainor,richmond,11,508.0
13088,0.007,Toby McMullin,greater_western_sydney,8,508.0
13005,0.007,James Tunstill,brisbane_lions,11,508.0
12854,0.007,Lachlan McNeil,western_bulldogs,10,508.0
13130,0.007,Riley Hardeman,north_melbourne,7,508.0
13214,0.006,Jonty Faull,richmond,10,518.0
13165,0.006,Hugh Bond,adelaide,7,518.0
12883,0.006,Rhyan Mansell,richmond,6,518.0
13071,0.006,Jack Buller,collingwood,10,518.0
13186,0.006,Jacob Konstanty,north_melbourne,10,518.0
13172,0.006,Liam Reidy,carlton,4,518.0
13338,0.006,Kye Annand,richmond,11,518.0
13272,0.006,Lachlan Gulbin,gold_coast,11,518.0
13241,0.005,Vigo Visentini,essendon,3,526.0
13242,0.005,Jasper Alger,richmond,8,526.0
13226,0.005,Cody Angove,greater_western_sydney,1,526.0
13290,0.005,Sam Grlj,richmond,21,526.0
13162,0.005,Will Lorenz,port_adelaide,3,526.0
12372,0.005,Darcy Moore,collingwood,4,526.0
13142,0.005,Shadeau Brain,brisbane_lions,2,526.0
12054,0.005,Adam Treloar,western_bulldogs,5,526.0
11937,0.004,Jamie Cripps,west_coast,5,534.0
13246,0.004,Charlie West,collingwood,8,534.0
13196,0.004,Archer Reid,west_coast,6,534.0
13073,0.004,Dante Visentini,port_adelaide,15,534.0
12870,0.004,Matt Flynn,west_coast,4,534.0
13126,0.004,Jake Rogers,gold_coast,9,534.0
12729,0.004,Peter Ladhams,sydney,2,534.0
13296,0.004,Christopher Scerri,fremantle,9,534.0
13135,0.004,Calsher Dear,hawthorn,5,534.0
13025,0.004,Josh Goater,north_melbourne,6,534.0
13229,0.003,Angus Clarke,essendon,6,544.0
13237,0.003,Lachlan Blakiston,essendon,17,544.0
13243,0.003,Alix Tauru,st_kilda,9,544.0
13337,0.003,Xavier Bamert,port_adelaide,10,544.0
13326,0.003,Cameron Nairn,hawthorn,4,544.0
13305,0.003,Mitch Zadow,port_adelaide,9,544.0
13332,0.003,Jai Murray,gold_coast,9,544.0
13091,0.003,Henry Hustwaite,hawthorn,1,544.0
13174,0.003,James Leake,greater_western_sydney,5,544.0
13203,0.003,Saad El-Hawli,essendon,8,544.0
13198,0.003,Thomas Edwards,essendon,7,544.0
13194,0.003,Liam O'Connell,st_kilda,13,544.0
12668,0.003,Brandon Starcevich,west_coast,11,544.0
12415,0.003,Jade Gresham,essendon,7,544.0
12691,0.003,Chayce Jones,adelaide,3,544.0
12654,0.003,Darragh Joyce,brisbane_lions,3,544.0
13147,0.002,Wil Parker,collingwood,5,560.0
12820,0.002,Jeremy Sharp,fremantle,2,560.0
13219,0.002,Finnbar Maley,adelaide,6,560.0
13151,0.002,Jack Hutchinson,west_coast,6,560.0
12841,0.002,Flynn Perez,hawthorn,7,560.0
12879,0.002,Archie Perkins,essendon,16,560.0
13205,0.002,Tom Cochrane,port_adelaide,3,560.0
12757,0.002,Brandon Zerk-Thatcher,port_adelaide,4,560.0
13206,0.002,Tobie Travaglia,st_kilda,7,560.0
13250,0.002,Malakai Champion,west_coast,8,560.0
12852,0.002,Nik Cox,essendon,8,560.0
13144,0.002,Wil Dawson,north_melbourne,10,560.0
13218,0.002,Campbell Gray,richmond,10,560.0
12997,0.002,Judson Clarke,richmond,3,560.0
12965,0.002,Jordan Boyd,carlton,2,560.0
12307,0.002,Nick Holman,gold_coast,7,560.0
13020,0.002,Leek Aleer,greater_western_sydney,7,560.0
12330,0.002,Adam Saad,carlton,3,560.0
13183,0.002,Aidan Johnson,melbourne,1,560.0
13136,0.001,Harvey Johnston,west_coast,8,579.0
13333,0.001,Luke Kennedy,western_bulldogs,6,579.0
13200,0.001,Liam Fawcett,richmond,7,579.0
13039,0.001,Campbell Chesser,carlton,3,579.0
12918,0.001,Samson Ryan,richmond,6,579.0
12848,0.001,Jy Farrar,gold_coast,3,579.0
13359,0.001,Noah Howes,collingwood,2,579.0
13312,0.001,Xavier Taylor,melbourne,2,579.0
13309,0.001,Oliver Hayes-Brown,richmond,7,579.0
13342,0.001,Liam Puncher,collingwood,8,579.0
13343,0.001,Matt Hill,hawthorn,2,579.0
13331,0.001,Campbell Lake,st_kilda,10,579.0
13245,0.001,Flynn Young,carlton,3,579.0
13257,0.001,Ben Jepson,gold_coast,5,579.0
12727,0.001,Mitchell Hinge,adelaide,1,579.0
12701,0.001,Bailey Scott,north_melbourne,3,579.0
13228,0.001,William Hayes,collingwood,9,579.0
13330,0.001,Luker Kentfield,melbourne,3,579.0
13324,0.001,Charlie Banfield,st_kilda,3,579.0
13329,0.001,Mitch Podhajski,collingwood,2,579.0
13334,0.001,Lukas Cooke,melbourne,2,579.0
13311,0.001,William McCabe,hawthorn,4,579.0
13351,0.0,Zane Peucker,richmond,2,601.0
12987,0.0,Luke Cleary,western_bulldogs,2,601.0
12986,0.0,Mitch Knevitt,geelong,2,601.0
12947,0.0,Josh Gibcus,richmond,1,601.0
12935,0.0,Maurice Rioli,richmond,10,601.0
13133,0.0,Lachlan Sullivan,collingwood,2,601.0
13102,0.0,Harvey Gallagher,western_bulldogs,3,601.0
13211,0.0,Tom Gross,west_coast,4,601.0
13215,0.0,Sam Marshall,brisbane_lions,2,601.0
12776,0.0,Laitham Vandermeer,western_bulldogs,2,601.0
12811,0.0,Harry Edwards,west_coast,2,601.0
12813,0.0,Harry Schoenberg,west_coast,5,601.0
12773,0.0,Max King,st_kilda,1,601.0
13209,0.0,Sandy Brock,west_coast,6,601.0
12853,0.0,Harrison Jones,essendon,7,601.0
13201,0.0,Isaac Keeler,st_kilda,2,601.0
13202,0.0,Will McLachlan,brisbane_lions,1,601.0
13171,0.0,Ashton Moir,carlton,2,601.0
12839,0.0,Matthew Owies,west_coast,3,601.0
12914,0.0,Brandon Walker,fremantle,1,601.0
13161,0.0,Andy Moniz-Wakefield,melbourne,2,601.0
13116,0.0,Angus Hastie,st_kilda,7,601.0
13349,0.0,Flynn Riley,carlton,1,601.0
13058,0.0,Max Ramsden,hawthorn,2,601.0
13056,0.0,Ollie Lord,port_adelaide,1,601.0
13362,0.0,Lachlan Carmichael,western_bulldogs,2,601.0
13354,0.0,Balyn O'Brien,port_adelaide,6,601.0
13356,0.0,Archie Ludowyke,adelaide,2,601.0
13355,0.0,Caleb Lewis,gold_coast,2,601.0
13358,0.0,Aidan Schubert,hawthorn,1,601.0
13360,0.0,Alex Van Wyk,port_adelaide,3,601.0
13352,0.0,Jaxon Artemis,essendon,6,601.0
13277,0.0,Zane Zakostelsky,brisbane_lions,3,601.0
13189,0.0,Harry Armstrong,richmond,4,601.0
13208,0.0,Matt Whitlock,north_melbourne,3,601.0
13233,0.0,Hudson O'Keeffe,carlton,3,601.0
13264,0.0,Rhys Unwin,essendon,4,601.0
13258,0.0,Jayden Nguyen,essendon,5,601.0
12732,0.0,Ryan Gardner,western_bulldogs,2,601.0
13295,0.0,Daniel Annable,brisbane_lions,3,601.0
13288,0.0,Lachy Dovaston,north_melbourne,6,601.0
12596,0.0,Lachie Fogarty,carlton,2,601.0
12588,0.0,Bailey Banfield,fremantle,1,601.0
12612,0.0,Matt Guelfi,essendon,3,601.0
13270,0.0,Harrison Ramm,port_adelaide,6,601.0
13282,0.0,Max Kondogiannis,essendon,12,601.0
13281,0.0,Hussien El Achkar,essendon,9,601.0
12481,0.0,Brayden Fiorini,essendon,2,601.0
13267,0.0,Jacob Newton,west_coast,3,601.0
13322,0.0,Tom Anastasopoulos,port_adelaide,5,601.0
13315,0.0,Tom Burton,richmond,5,601.0
13319,0.0,Cody Curtin,brisbane_lions,4,601.0
13323,0.0,Noah Roberts-Thomson,richmond,3,601.0
13308,0.0,Louis Emmett,western_bulldogs,7,601.0
13314,0.0,Lachlan Smith,western_bulldogs,2,601.0
13325,0.0,Harrison Oliver,greater_western_sydney,5,601.0
13320,0.0,Bodie Ryan,hawthorn,5,601.0
12520,0.0,Zac Fisher,north_melbourne,1,601.0
13336,0.0,Taylor Goad,north_melbourne,2,601.0
13346,0.0,Dylan Patterson,gold_coast,5,601.0
13364,0.0,Tobyn Murray,fremantle,1,601.0
